code,category,name,unit,unit_price,notes
EMB-15-70,الأعمال الميكانيكية والصحية,Supply Air Linear Slot Diffuser Slots No= 4 slots,م.ط,400.0,Supply Air Linear Slot Diffuser Slots No= 4 slots | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-71,الأعمال الميكانيكية والصحية,Supply Linear Bar Air Grille 1500 mm X 150 mm,بالعدد,400.0,Supply Linear Bar Air Grille 1500 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-72,الأعمال الميكانيكية والصحية,Supply Linear Bar Air Grille 2000 mm X 150 mm,بالعدد,448.0,Supply Linear Bar Air Grille 2000 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-73,الأعمال الميكانيكية والصحية,Supply Linear Bar Air Grille 3000 mm X 150 mm,بالعدد,650.0,Supply Linear Bar Air Grille 3000 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-74,الأعمال الميكانيكية والصحية,Supply Linear Bar Air Grille 3500 mm X 150 mm,بالعدد,706.0,Supply Linear Bar Air Grille 3500 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-75,الأعمال الميكانيكية والصحية,Supply Linear Bar Air Grille 4500 mm X 150 mm,بالعدد,780.0,Supply Linear Bar Air Grille 4500 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-76,الأعمال الميكانيكية والصحية,Fresh Air Sand Trap Louver 400x300 mm,بالعدد,500.0,Fresh Air Sand Trap Louver 400x300 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-77,الأعمال الميكانيكية والصحية,Fresh Air Sand Trap Louver 500x300 mm,بالعدد,500.0,Fresh Air Sand Trap Louver 500x300 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-78,الأعمال الميكانيكية والصحية,Gravity Shutter 300x300 mm,بالعدد,400.0,Gravity Shutter 300x300 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-79,الأعمال الميكانيكية والصحية,Return Air Linear Slot Diffuser Slots No = 3 slots,م.ط,300.0,Return Air Linear Slot Diffuser Slots No = 3 slots | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-80,الأعمال الميكانيكية والصحية,Return Air Linear Slot Diffuser Slots No = 4 slots,م.ط,300.0,Return Air Linear Slot Diffuser Slots No = 4 slots | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-81,الأعمال الميكانيكية والصحية,Return Linear Bar Air Grille 1500 mm X 150 mm,بالعدد,300.0,Return Linear Bar Air Grille 1500 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-82,الأعمال الميكانيكية والصحية,Return Linear Bar Air Grille 2000 mm X 150 mm,بالعدد,358.0,Return Linear Bar Air Grille 2000 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-83,الأعمال الميكانيكية والصحية,Return Linear Bar Air Grille 3000 mm X 150 mm,بالعدد,526.0,Return Linear Bar Air Grille 3000 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-84,الأعمال الميكانيكية والصحية,Return Linear Bar Air Grille 3500 mm X 150 mm,بالعدد,624.0,Return Linear Bar Air Grille 3500 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-85,الأعمال الميكانيكية والصحية,Return Linear Bar Air Grille 4500 mm X 150 mm,بالعدد,676.0,Return Linear Bar Air Grille 4500 mm X 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-86,الأعمال الميكانيكية والصحية,Exhaust Air louver 200x150mm,بالعدد,300.0,Exhaust Air louver 200x150mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-87,الأعمال الميكانيكية والصحية,Exhaust Air louver 250x150mm,بالعدد,300.0,Exhaust Air louver 250x150mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-88,الأعمال الميكانيكية والصحية,Exhaust Air louver 400x300mm,بالعدد,300.0,Exhaust Air louver 400x300mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-89,الأعمال الميكانيكية والصحية,1.0 T.R @46 ࠬc,بالعدد,4000.0,1.0 T.R @46 ࠬc | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-90,الأعمال الميكانيكية والصحية,1.5 T.R @46 ࠬc,بالعدد,5000.0,1.5 T.R @46 ࠬc | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-91,الأعمال الميكانيكية والصحية,2.0 T.R @46 ࠬc,بالعدد,5452.0,2.0 T.R @46 ࠬc | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-92,الأعمال الميكانيكية والصحية,2.5 T.R @ 46ࠬ c,بالعدد,6250.0,2.5 T.R @ 46ࠬ c | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-93,الأعمال الميكانيكية والصحية,3.5 T.R @ 46ࠬ c,بالعدد,6392.0,3.5 T.R @ 46ࠬ c | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-94,الأعمال الميكانيكية والصحية,4.0 T.R @ 46ࠬ c,بالعدد,6768.0,4.0 T.R @ 46ࠬ c | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-95,الأعمال الميكانيكية والصحية,5.0 T.R @ 46ࠬ c,بالعدد,7500.0,5.0 T.R @ 46ࠬ c | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-96,الأعمال الميكانيكية والصحية,وحدة الكاست 1.5 T.R @ 46ࠬ c,بالعدد,6000.0,Cassette Unit A/C type units ( 1.5 T.R) | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-97,الأعمال الميكانيكية والصحية,HRV unit air flow 300 cfm @ cooling capacity 3.0 T.R,بالعدد,15000.0,HRV unit air flow 300 cfm @ cooling capacity 3.0 T.R | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-98,الأعمال الميكانيكية والصحية,HRV unit air flow 420 cfm @ cooling capacity 3.0 T.R,بالعدد,17000.0,HRV unit air flow 420 cfm @ cooling capacity 3.0 T.R | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-99,الأعمال الميكانيكية والصحية,وحدة خارجية بسعة 44 T.R فيلا الرئيسية,بالعدد,150000.0,Outdoor Unit VRF Type - 44 T.R@ 46ࠬc main villa building | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-100,الأعمال الميكانيكية والصحية,وحدة خارجية بسعة 45 T.R مبنى المكتب,بالعدد,150000.0,Outdoor Unit VRF Type - 45 T.R@ 46ࠬc office building | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-101,الأعمال الميكانيكية والصحية,وحدة خارجية بسعة 49 T.R فيلا-1 و فيلا-2,بالعدد,170000.0,Outdoor Unit VRF Type - 49 T.R@ 46ࠬc villa-1 and villa-2 | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-102,الأعمال الميكانيكية والصحية,لمبنى الخدمات HI WALL MOUNTED A/C type units ( 12000 BTU/HR),بالعدد,5000.0,HI WALL MOUNTED A/C type units ( 12000 BTU/HR) for service building | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-103,الأعمال الميكانيكية والصحية,لمبنى الخدماتHI WALL MOUNTED A/C type units ( 24000 BTU/HR),بالعدد,8000.0,HI WALL MOUNTED A/C type units ( 24000 BTU/HR) for service building | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-104,الأعمال الميكانيكية والصحية,توريد وتركيب واختبار خط واحد من أنابيب النحاس (Mueller -USA) كاملة مع عزل مطاطي بسمك 3/4 بوصة (داخلي)، ودعامات الأنابيب، وحلقات خط الاتصال بين وحدات I,مقطوعية,150000.0,"Supply, Installation & Testing for Copper pipes single line, (Mueller  | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-105,الأعمال الميكانيكية والصحية,Ceiling Exhaust Fan - 80 CFM,بالعدد,825.0,Ceiling Exhaust Fan - 80 CFM | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-106,الأعمال الميكانيكية والصحية,Ceiling Exhaust Fan - 100 CFM,بالعدد,975.0,Ceiling Exhaust Fan - 100 CFM | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-107,الأعمال الميكانيكية والصحية,Ceiling Exhaust Fan - 150 CFM,بالعدد,1273.0,Ceiling Exhaust Fan - 150 CFM | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-108,الأعمال الميكانيكية والصحية,Ceiling Exhaust Fan - 250 CFM,بالعدد,1490.0,Ceiling Exhaust Fan -250 CFM | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-109,الأعمال الميكانيكية والصحية,توريد وتركيب وصيانة وتشغيل مجموعة مضخات مكونة من عدد 1 مضخة كهرباء ( HORIZONTAL Pump بقدرة 500 جالون/دقيقة وضغط8.5بار) و عدد 1 مضخة ديزل احتياطية (HOR,مقطوعية,300000.0,"Supply, installation, maintenance and operation of a set of pumps cons | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-110,الأعمال الميكانيكية والصحية,ماسورة حديد اسود قطر 200 مم,م.ط,680.0,"Black iron pipe, diameter 150 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-111,الأعمال الميكانيكية والصحية,ماسورة حديد اسود قطر 50 مم,م.ط,160.0,"Black iron pipe, diameter 100 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-112,الأعمال الميكانيكية والصحية,ماسورة حديد اسود قطر40 مم,م.ط,135.0,"Black iron pipe, diameter 50 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-113,الأعمال الميكانيكية والصحية,ماسورة حديد اسود قطر32 مم,م.ط,100.0,"Black iron pipe, diameter 40 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-114,الأعمال الميكانيكية والصحية,ماسورة حديد اسود قطر25 مم,م.ط,94.0,"Black iron pipe, diameter 32 mm | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-115,الأعمال الميكانيكية والصحية,محبس تحكم بالنطاق (داخلي) قطر 100 مم للشبكة الظاهرة (CZS),بالعدد,6250.0,Zone control valve (internal) 100 mm diameter visible mesh (CZS) | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-116,الأعمال الميكانيكية والصحية,محبس تصريف و تننفيس الهواء اتوماتيكى (AAV),بالعدد,400.0,Automatic Air vent valve (AAV) | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-117,الأعمال الميكانيكية والصحية,رشاشات من النوع (Pendant - Standard Response) مطلي بالكروم ذا فتحة (orifice) قطرها 1/2 بوصة × قلاووظ قطر 1/2 بوصة ومعامل K = 5.6 .ذا درجة حرارة 68 درج,بالعدد,50.0,"Pendant - Standard Response sprinklers, chrome-plated, with a 1/2 inch | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-118,الأعمال الميكانيكية والصحية,كالسابق ولكن من النوع (side wall Standard Response),بالعدد,66.0,"Same as before, but of the type (side wall Standard Response) | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-119,الأعمال الميكانيكية والصحية,كالسابق ولكن من النوع (high temperature -درجة الحرارة =120 درجة مئوية ),بالعدد,70.0,"As before, but of the type (high temperature - temperature = 120 degre | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-120,الأعمال الميكانيكية والصحية,"توريد و تركيب واختبار و تشغيل صندوق إطفاء حريق FHC CLASS II تركب داخل الجدار كامل بالخرطوم (مطاطي) بطول 30م وطفاية نوع ABC, شامل المحابس ومزودة بمحبس ",بالعدد,5000.0,"Supply, installation, testing and operation of an FHC CLASS II (Fire H | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-121,الأعمال الميكانيكية والصحية,بالعدد توريد وتركيب طفاية مكافحة الحريق بودرة ABC سعة 6 كجم والسعر يشمل صندوق من الاستانلس استيل 304 يركب بالجدار وجميع ما يلزم لإنهاء الأعمال على الو,بالعدد,300.0,"Supply and installation of ABC Fire extinguisher 6kg , The price inclu | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-122,الأعمال الميكانيكية والصحية,طفاية حريق جدارية معلقة فوم نوعية ( CO2 ) والعبوة سعه ( 6 كيلو ),بالعدد,350.0,Portable fire extinguisher (CO2) with a capacity of (6 kg) | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-123,الأعمال الميكانيكية والصحية,طفاية حريق جدارية معلقة فوم نوعية ( FOAM ) والعبوة سعه ( 6 ليتر ),بالعدد,500.0,"Portable fire extinguisher, quality (FOAM), and the package has a capa | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-124,الأعمال الميكانيكية والصحية,توريــد وتركيب بطانيــة حريــق وجميع ما يلزم لانهاء البند طبقا للمخططات والمواصفات ومتطلبات الدفاع المدنــي.,بالعدد,227.0,Supply and installation of a fire blanket and everything necessary to  | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-125,الأعمال الميكانيكية والصحية,ELECTRIC Room (NOVEC1230),كجم,700.0,ELECTRIC Room (NOVEC1230)- | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-15-126,الأعمال الميكانيكية والصحية,توريد وتركيب واختبار وتشغيل مصاعد جر كهربائي كاملة عدد اشخاص ٦ أشخاص (450 Kg ) وسرعة ام / ث عدد الوقفات ٢ وقفة بدون غرفة مصاعد من أجود الانواع العالمي,بالعدد,250000.0,"Supply, installation, testing and operation of complete electric tract | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-15-127,الأعمال الميكانيكية والصحية,تصميم و توريد و تنفيذ شبكة صرف الأمطار و السيول للموقع العام و كذلك مياه الأمطار من الأسطح و تشمل الأعمال الأنابيب و المنهولات و الجرلات و الحفر و الر,مقطوعية,100000.0,"Design, supply, and installation of a rainwater and stormwater drainag | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-16-01,الأعمال الكهربائية والإنارة,لوحة كهرباء رئيسية طراز MDB قاطع رئيسي 630 أمبير وعدد 5 قواطع فرعية,بالعدد,42550.0,Low voltage main switchboard MDB with Main breaker630A and 5 branch ci | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-02,الأعمال الكهربائية والإنارة,لوحة كهرباء رئيسية طرازEPB-AD قاطع رئيسي 200 أمبير وعدد 15 قواطع فرعية,بالعدد,22750.0,Low voltage main switchboard EPB-AD with Main breaker200A and 15 branc | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-03,الأعمال الكهربائية والإنارة,DB-SERVICESلوحة كهرباء فرعية بقاطع رئيسي 150 أمبير طراز,بالعدد,11600.0,Panel Board No DB-SERVICES with Main breaker150 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-04,الأعمال الكهربائية والإنارة,PB-MVGFلوحة كهرباء فرعية بقاطع رئيسي 40 أمبير طراز,بالعدد,4900.0,Panel Board No PB-MVGF with Main breaker40 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-05,الأعمال الكهربائية والإنارة,PB-MVFFلوحة كهرباء فرعية بقاطع رئيسي 40 أمبير طراز,بالعدد,4900.0,Panel Board No PB-MVFF with Main breaker40 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-06,الأعمال الكهربائية والإنارة,PB-V1GFلوحة كهرباء فرعية بقاطع رئيسي40 أمبير طراز,بالعدد,4900.0,Panel Board No PB-V1GF with Main breaker40 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-07,الأعمال الكهربائية والإنارة,PB-V1FFلوحة كهرباء فرعية بقاطع رئيسي40 أمبير طراز,بالعدد,4900.0,Panel BoardS No PB-V1FF with Main breaker40 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-08,الأعمال الكهربائية والإنارة,PB-V2GFلوحة كهرباء فرعية بقاطع رئيسي40 أمبير طراز,بالعدد,5000.0,Panel Board No PB-V2GF with Main breaker40 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-09,الأعمال الكهربائية والإنارة,PB-V2FF لوحة كهرباء فرعية بقاطع رئيسي40 أمبير طراز,بالعدد,5125.0,Panel Board No PB-V2FF with Main breaker40 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-10,الأعمال الكهربائية والإنارة,PB-ADGFلوحة كهرباء فرعية بقاطع رئيسي 40 أمبير طراز,بالعدد,5125.0,Panel Board No PB-ADGF with Main breaker40 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-11,الأعمال الكهربائية والإنارة,PB-ADFFلوحة كهرباء فرعية بقاطع رئيسي 40 أمبير طراز,بالعدد,5125.0,Panel Board No PB-ADFF with Main breaker40 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-12,الأعمال الكهربائية والإنارة,PB-MVلوحة كهرباء فرعية بقاطع رئيسي 150 أمبير طراز,بالعدد,7000.0,Panel Board No PB-MV with Main breaker150 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-13,الأعمال الكهربائية والإنارة,PB-V1 لوحة كهرباء فرعية بقاطع رئيسي 150 أمبير طراز,بالعدد,6950.0,Panel Board No PB-V1 with Main breaker150 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-14,الأعمال الكهربائية والإنارة,PB-V2 لوحة كهرباء فرعية بقاطع رئيسي 50 أمبير طراز,بالعدد,5125.0,Panel Board No PB-V2 with Main breaker50 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-15,الأعمال الكهربائية والإنارة,PB-ADلوحة كهرباء فرعية بقاطع رئيسي 400 أمبير طراز,بالعدد,16500.0,Panel Board No PB-AD with Main breaker400 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-16,الأعمال الكهربائية والإنارة,PB-UPSلوحة كهرباء فرعية بقاطع رئيسي 40 أمبير طراز,بالعدد,3200.0,Panel Board No PB-UPS with Main breaker40 A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-17,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول ومغلف مقاس 4x300mm²CU/XLPE/PVC+1X150mm²G,م.ط,849.0,DITTO INSULATED CUPPER CABLE SIZE 4x300mm²CU/XLPE/PVC+1X150mm²G | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-18,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول ومغلف مقاس 2(4x240mm²CU/XLPE/PVC+1X120mm²G),م.ط,1000.0,DITTO INSULATED CUPPER CABLE SIZE 2(4x240mm²CU/XLPE/PVC+1X120mm²G) | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-19,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول ومغلف مقاس 4x120mm²CU/XLPE/PVC+1X70mm²G,م.ط,500.0,DITTO INSULATED CUPPER CABLE SIZE 4x120mm²CU/XLPE/PVC+1X70mm²G | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-20,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول ومغلف مقاس 4x95mm²CU/XLPE/PVC+1X50mm²G,م.ط,339.0,DITTO INSULATED CUPPER CABLE SIZE 4x95mm²CU/XLPE/PVC+1X50mm²G | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-21,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول ومغلف مقاس 4x70mm²CU/XLPE/PVC+1X35mm²G,م.ط,231.0,DITTO INSULATED CUPPER CABLE SIZE 4x70mm²CU/XLPE/PVC+1X35mm²G | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-22,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول ومغلف مقاس 4x35mm²CU/XLPE/PVC+16mm²G,م.ط,138.0,DITTO INSULATED CUPPER CABLE SIZE 4x35mm²CU/XLPE/PVC+1X16mm²G | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-23,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول ومغلف مقاس 4x16mm²CU/XLPE/PVC+16mm²G,م.ط,96.0,DITTO INSULATED CUPPER CABLE SIZE 4x16mm²CU/XLPE/PVC+1X16mm²G | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-24,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول ومغلف مقاس 4x10mm²CU/XLPE/PVC+10mm²G,م.ط,69.0,DITTO INSULATED CUPPER CABLE SIZE 4x10mm²CU/XLPE/PVC+1X10mm²G | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-25,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول مقاس 3X6 mm2CU/PVC,م.ط,30.0,DITTO INSULATED CUPPER CABLE SIZE 3x6mm²CU/PVC | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-26,الأعمال الكهربائية والإنارة,كالبند السابق كابل نحاس معزول مقاس 3X4 mm2CU/PVC,م.ط,20.0,DITTO INSULATED CUPPER CABLE SIZE 3x4mm²CU/PVC | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-27,الأعمال الكهربائية والإنارة,طراز A كما موضح بالمخطط,بالعدد,1588.0,Lighting Fixture Type A | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-28,الأعمال الكهربائية والإنارة,طرازة B1 كما موضح بالمخطط,بالعدد,564.0,Lighting Fixture Type B1 | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-29,الأعمال الكهربائية والإنارة,طرازة B2 كما موضح بالمخطط,بالعدد,520.0,Lighting Fixture Type B2 | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-30,الأعمال الكهربائية والإنارة,طراز C كما موضح بالمخطط,بالعدد,500.0,Lighting Fixture Type C | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-31,الأعمال الكهربائية والإنارة,طراز D كما موضح بالمخطط,بالعدد,538.0,Lighting Fixture Type D | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-32,الأعمال الكهربائية والإنارة,طراز J كما موضح بالمخطط,بالعدد,536.0,Lighting Fixture Type J | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-33,الأعمال الكهربائية والإنارة,طراز K كما موضح بالمخطط,بالعدد,470.0,Lighting Fixture Type K | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-34,الأعمال الكهربائية والإنارة,طراز K1 كما موضح بالمخطط,بالعدد,550.0,Lighting Fixture Type K1 | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-35,الأعمال الكهربائية والإنارة,طراز L كما موضح بالمخطط,بالعدد,560.0,Lighting Fixture Type L | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-36,الأعمال الكهربائية والإنارة,طرازة M كما موضح بالمخطط,بالعدد,580.0,Lighting Fixture Type M | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-37,الأعمال الكهربائية والإنارة,طرازة N كما موضح بالمخطط,بالعدد,620.0,Lighting Fixture Type N | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-38,الأعمال الكهربائية والإنارة,طرازة N1 كما موضح بالمخطط,بالعدد,738.0,Lighting Fixture Type N1 | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024
EMB-16-39,الأعمال الكهربائية والإنارة,مفتاح انارة احادي 13أمبير، 230 فولت,بالعدد,176.0,"One gang ,one way switch, 13A,230V | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-16-40,الأعمال الكهربائية والإنارة,"مفتاح انارة احادي 13أمبير، 230 فولت,wp",بالعدد,235.0,"One gang ,one way switch, 13A,230V,wp | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-16-41,الأعمال الكهربائية والإنارة,مفتاح انارة ثنائي 13 أمبير،230 فولت,بالعدد,235.0,"Two gang ,one way switch, 13A,230V | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-16-42,الأعمال الكهربائية والإنارة,"مخرج ومقبس مفرد 13 أمبير,230 فولت",بالعدد,380.0,"single socket outlet, 13A, 230V | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-16-43,الأعمال الكهربائية والإنارة,"مخرج ومقبس مزدوج 13 أمبير,230 فولت",بالعدد,450.0,"Double socket outlet, 13A, 230V | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
EMB-16-44,الأعمال الكهربائية والإنارة,"مخرج ومقبس مفرد 13 أمبير,230 فولت,WP",بالعدد,480.0,"single socket outlet,WP, 13A, 230V | مصدر: عرض مجمع الدفاع بسفارة مصر — الحي الدبلوماسي 2024"
